Delivery_person_Age,Delivery_person_Ratings,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),Distance_km,Order_picked_hour,Pickup_delay_minute
28,4.5,Sandstorms,Low,0,motorcycle ,1,No ,Metropolitian ,27,1.5,10,10.0
22,4.9,Cloudy,Low,1,motorcycle ,0,No ,Metropolitian ,11,1.6,8,5.0
20,4.7,Cloudy,Medium,1,motorcycle ,1,No ,Urban ,13,9.2,17,5.0
34,4.8,Windy,Low,1,scooter ,1,No ,Metropolitian ,27,19.6,22,5.0
32,4.5,Cloudy,High,2,motorcycle ,1,No ,Metropolitian ,27,6.0,12,5.0
34,4.9,Sunny,Low,2,scooter ,1,No ,Metropolitian ,26,16.9,23,10.0
33,3.9,Windy,Medium,2,electric_scooter ,1,No ,Metropolitian ,32,13.6,17,5.0
34,4.5,Windy,Low,1,motorcycle ,1,No ,Metropolitian ,25,3.0,10,10.0
29,4.7,Sunny,Low,1,scooter ,2,Yes ,Metropolitian ,42,10.9,23,9.0
34,4.7,Sunny,Jam,0,motorcycle ,1,No ,Metropolitian ,29,7.8,20,15.0
26,4.6,Cloudy,Jam,1,scooter ,0,No ,Metropolitian ,32,10.6,19,5.0
31,4.0,Cloudy,Low,0,motorcycle ,1,No ,Metropolitian ,35,12.4,23,10.0
39,4.8,Sunny,High,0,motorcycle ,1,No ,Metropolitian ,27,6.1,15,15.0
32,5.0,Cloudy,Jam,2,scooter ,1,No ,Urban ,27,7.7,22,15.0
32,4.5,Stormy,Medium,0,motorcycle ,1,No ,Metropolitian ,30,7.6,17,5.0
39,4.1,Sunny,Medium,0,motorcycle ,1,No ,Metropolitian ,32,10.6,18,10.0
36,4.8,Stormy,Low,2,electric_scooter ,0,No ,Metropolitian ,25,1.5,10,5.0
37,4.1,Windy,Medium,0,motorcycle ,1,No ,Metropolitian ,38,4.7,18,15.0
37,4.8,Fog,Jam,1,scooter ,1,No ,Metropolitian ,26,9.1,21,5.0
38,3.7,Stormy,Jam,1,motorcycle ,1,No ,Metropolitian ,31,16.9,20,10.0
28,4.7,Stormy,High,2,scooter ,1,No ,Metropolitian ,28,3.0,11,15.0
34,3.8,Stormy,Medium,1,scooter ,0,No ,Metropolitian ,31,16.9,18,15.0
22,4.7,Windy,Low,1,motorcycle ,0,No ,Urban ,17,8.9,23,5.0
31,4.0,Windy,Medium,0,motorcycle ,3,Yes ,Metropolitian ,45,13.6,17,10.0
27,4.0,Sandstorms,Medium,0,motorcycle ,1,No ,Metropolitian ,34,12.4,19,15.0
29,4.9,Windy,Jam,1,scooter ,0,No ,Metropolitian ,24,17.1,19,10.0
38,4.8,Sandstorms,Jam,0,motorcycle ,3,No ,Metropolitian ,44,9.3,21,15.0
35,4.8,Cloudy,Jam,2,motorcycle ,2,No ,Metropolitian ,36,7.6,21,15.0
31,4.9,Sunny,Jam,0,motorcycle ,0,No ,Metropolitian ,28,4.7,20,5.0
33,4.8,Stormy,Low,2,motorcycle ,0,No ,Urban ,23,13.8,23,15.0
29,4.6,Sandstorms,Low,0,motorcycle ,0,No ,Metropolitian ,22,10.3,23,15.0
38,4.6,Stormy,High,2,scooter ,1,No ,Metropolitian ,26,6.1,12,10.0
26,4.9,Sandstorms,Jam,0,motorcycle ,1,No ,Metropolitian ,34,9.1,20,5.0
34,4.2,Stormy,Low,0,motorcycle ,1,No ,Metropolitian ,28,9.2,23,10.0
26,4.7,Windy,Low,2,motorcycle ,0,No ,Metropolitian ,14,8.9,22,10.0
35,4.7,Cloudy,Medium,2,motorcycle ,1,No ,Metropolitian ,17,6.1,15,5.0
36,4.2,Sandstorms,Medium,0,motorcycle ,1,No ,Metropolitian ,37,4.7,18,5.0
24,2.6,Sunny,Low,1,motorcycle ,1,Yes ,Metropolitian ,42,16.7,22,15.0
33,4.3,Cloudy,Medium,1,motorcycle ,1,No ,Metropolitian ,34,16.8,17,10.0
26,4.6,Windy,Medium,1,motorcycle ,1,No ,Metropolitian ,25,16.8,18,15.0
37,4.9,Fog,Jam,0,motorcycle ,2,No ,Metropolitian ,48,13.4,19,15.0
26,4.9,Stormy,Low,2,scooter ,1,No ,Metropolitian ,18,20.3,0,5.0
31,4.8,Stormy,Low,1,scooter ,0,No ,Metropolitian ,28,20.3,23,5.0
26,4.7,Sunny,Jam,2,scooter ,0,No ,Urban ,16,16.8,22,15.0
37,4.8,Cloudy,Jam,0,motorcycle ,0,No ,Metropolitian ,25,4.5,20,5.0
21,4.4,Windy,Low,0,motorcycle ,0,No ,Metropolitian ,15,4.6,22,15.0
22,4.0,Sandstorms,Low,0,motorcycle ,1,No ,Urban ,28,1.6,9,10.0
38,4.5,Windy,Low,1,motorcycle ,1,No ,Urban ,20,1.6,10,5.0
28,4.0,Stormy,High,0,motorcycle ,1,No ,Metropolitian ,32,6.2,13,15.0
31,4.9,Cloudy,High,1,motorcycle ,1,No ,Metropolitian ,38,6.1,12,15.0
24,4.8,Cloudy,Low,2,scooter ,0,No ,Metropolitian ,14,3.0,8,10.0
26,4.9,Sandstorms,Jam,0,motorcycle ,1,No ,Metropolitian ,30,13.8,19,5.0
29,4.7,Windy,Low,1,scooter ,1,No ,Metropolitian ,28,12.1,22,9.0
20,4.7,Cloudy,Jam,1,scooter ,1,No ,Metropolitian ,29,7.8,19,15.0
29,4.8,Windy,Low,1,scooter ,0,No ,Urban ,12,19.8,22,5.0
32,4.0,Windy,Medium,0,motorcycle ,3,Yes ,Urban ,49,10.9,18,5.0
20,4.9,Fog,Medium,0,motorcycle ,1,No ,Metropolitian ,42,16.7,17,10.0
26,5.0,Sandstorms,Medium,2,electric_scooter ,1,No ,Urban ,24,10.9,19,15.0
38,4.8,Cloudy,Jam,2,motorcycle ,1,No ,Metropolitian ,46,16.7,20,10.0
34,4.6,Sandstorms,High,2,electric_scooter ,1,No ,Urban ,27,6.2,13,5.0
27,4.5,Stormy,Low,1,motorcycle ,0,No ,Metropolitian ,13,3.0,8,5.0
29,5.0,Windy,Jam,1,motorcycle ,1,No ,Metropolitian ,25,10.6,21,15.0
24,4.9,Windy,Jam,2,motorcycle ,1,No ,Urban ,24,19.8,19,15.0
21,4.9,Cloudy,Low,1,motorcycle ,0,No ,Metropolitian ,12,1.5,8,15.0
33,4.4,Windy,Low,0,motorcycle ,1,No ,Metropolitian ,24,1.5,9,15.0
35,4.7,Sandstorms,Jam,1,motorcycle ,1,No ,Metropolitian ,29,9.1,21,10.0
35,4.7,Stormy,Low,2,scooter ,1,No ,Metropolitian ,18,12.5,23,5.0
29,4.7,Stormy,Medium,0,motorcycle ,0,No ,Metropolitian ,13,4.7,18,9.0
29,4.8,Cloudy,Low,1,motorcycle ,1,No ,Metropolitian ,23,10.7,23,10.0
21,4.9,Windy,Low,0,motorcycle ,1,No ,Metropolitian ,19,12.3,23,5.0
29,4.6,Windy,Jam,0,motorcycle ,1,No ,Urban ,29,17.1,21,5.0
22,4.7,Sunny,Jam,0,motorcycle ,0,No ,Metropolitian ,24,14.0,20,15.0
24,4.4,Cloudy,Jam,2,scooter ,0,No ,Metropolitian ,40,11.9,21,15.0
23,4.9,Stormy,High,2,scooter ,0,No ,Metropolitian ,22,1.6,11,15.0
27,4.6,Windy,High,2,scooter ,0,No ,Urban ,12,1.6,11,5.0
33,4.1,Sandstorms,Medium,0,motorcycle ,1,No ,Metropolitian ,43,12.5,18,5.0
35,4.6,Windy,Medium,2,scooter ,1,No ,Metropolitian ,26,16.9,18,15.0
21,4.7,Windy,Medium,1,scooter ,0,No ,Metropolitian ,27,4.7,17,15.0
29,4.9,Cloudy,High,0,motorcycle ,1,No ,Urban ,27,6.1,12,15.0
20,4.7,Fog,Low,1,scooter ,0,No ,Metropolitian ,17,3.1,8,5.0
30,4.7,Sunny,Low,1,motorcycle ,0,No ,Metropolitian ,15,9.1,0,15.0
37,4.7,Fog,Jam,2,scooter ,1,No ,Metropolitian ,39,19.1,21,10.0
39,4.6,Stormy,Jam,1,motorcycle ,1,No ,Metropolitian ,25,4.5,20,10.0
26,5.0,Sunny,Medium,0,motorcycle ,1,No ,Metropolitian ,18,16.9,17,5.0
21,4.7,Fog,Low,2,scooter ,0,No ,Metropolitian ,28,13.8,23,10.0
35,4.8,Sandstorms,Low,2,scooter ,0,No ,Metropolitian ,29,3.1,10,5.0
39,4.6,Sandstorms,Medium,2,motorcycle ,0,No ,Urban ,32,4.5,18,15.0
39,5.0,Cloudy,Low,0,motorcycle ,1,No ,Metropolitian ,41,20.2,23,5.0
27,4.9,Cloudy,Jam,0,motorcycle ,2,No ,Metropolitian ,39,10.9,21,10.0
33,4.8,Fog,Medium,2,scooter ,0,No ,Metropolitian ,16,4.7,18,5.0
33,4.8,Fog,Jam,0,motorcycle ,3,No ,Metropolitian ,48,20.0,21,10.0
37,4.7,Cloudy,Medium,1,motorcycle ,0,No ,Metropolitian ,40,10.9,17,15.0
20,4.6,Stormy,Low,1,motorcycle ,0,No ,Urban ,11,3.1,8,10.0
31,4.2,Cloudy,Jam,1,scooter ,1,No ,Urban ,35,10.7,21,5.0
27,4.6,Sunny,High,2,electric_scooter ,0,No ,Metropolitian ,16,3.1,11,10.0
37,4.9,Fog,Medium,1,scooter ,0,No ,Urban ,15,7.6,17,15.0
34,4.4,Stormy,Jam,2,scooter ,1,No ,Urban ,31,7.8,22,15.0
25,4.7,Fog,Low,1,motorcycle ,0,No ,Urban ,11,9.3,22,10.0
37,4.7,Cloudy,Low,0,motorcycle ,1,No ,Urban ,22,7.6,22,10.0
23,4.7,Stormy,Low,1,scooter ,1,No ,Metropolitian ,16,10.9,23,15.0
27,5.0,Fog,High,0,motorcycle ,0,No ,Metropolitian ,24,6.2,15,5.0
36,4.7,Cloudy,Low,2,electric_scooter ,0,No ,Urban ,16,3.1,10,15.0
30,4.3,Windy,Jam,0,motorcycle ,1,No ,Metropolitian ,42,20.9,19,10.0
28,4.7,Fog,Jam,1,scooter ,1,No ,Metropolitian ,31,10.9,21,15.0
22,4.7,Windy,Low,0,motorcycle ,1,No ,Metropolitian ,16,16.9,23,10.0
28,4.7,Sandstorms,Medium,1,motorcycle ,0,No ,Metropolitian ,25,17.1,18,10.0
34,4.8,Cloudy,Low,2,electric_scooter ,1,No ,Metropolitian ,18,1.5,8,5.0
25,4.8,Windy,Medium,1,scooter ,0,No ,Metropolitian ,26,16.7,18,15.0
38,5.0,Sandstorms,Jam,1,scooter ,1,No ,Metropolitian ,34,7.6,21,15.0
34,3.5,Windy,Medium,2,motorcycle ,1,No ,Metropolitian ,32,11.9,17,5.0
24,4.9,Windy,Jam,1,motorcycle ,0,No ,Metropolitian ,22,16.7,19,5.0
33,4.6,Windy,Jam,0,motorcycle ,2,Yes ,Urban ,50,13.6,21,10.0
21,4.6,Stormy,High,1,scooter ,1,No ,Urban ,16,3.0,12,5.0
25,4.6,Stormy,Medium,0,motorcycle ,0,No ,Metropolitian ,23,9.1,17,10.0
23,4.9,Windy,High,0,motorcycle ,1,No ,Metropolitian ,19,6.1,14,5.0
34,4.9,Stormy,Low,1,motorcycle ,1,No ,Metropolitian ,25,7.3,22,15.0
25,4.7,Fog,Medium,2,scooter ,1,No ,Metropolitian ,37,10.8,18,5.0
28,4.9,Sandstorms,Low,2,electric_scooter ,0,No ,Metropolitian ,10,13.5,22,5.0
34,3.7,Stormy,Jam,1,scooter ,1,No ,Metropolitian ,34,16.9,21,10.0
24,4.5,Stormy,Low,1,scooter ,1,No ,Metropolitian ,14,16.4,23,10.0
31,5.0,Cloudy,Jam,1,motorcycle ,1,No ,Metropolitian ,26,9.3,20,5.0
38,4.6,Sandstorms,Jam,1,scooter ,1,No ,Metropolitian ,30,9.2,20,10.0
32,4.8,Sunny,Medium,1,motorcycle ,0,No ,Metropolitian ,17,13.2,17,15.0
28,5.0,Sandstorms,Medium,0,motorcycle ,0,No ,Metropolitian ,29,13.7,18,15.0
29,4.5,Fog,Medium,0,motorcycle ,1,No ,Metropolitian ,37,13.4,19,10.0
39,4.8,Windy,Jam,1,motorcycle ,1,No ,Metropolitian ,30,7.8,22,10.0
26,4.8,Windy,Low,2,scooter ,0,No ,Metropolitian ,14,3.0,10,10.0
33,4.8,Stormy,Low,2,electric_scooter ,1,No ,Metropolitian ,28,4.5,23,10.0
37,4.9,Sandstorms,Jam,1,scooter ,0,No ,Metropolitian ,27,4.5,20,15.0
24,4.6,Sandstorms,Low,0,motorcycle ,1,No ,Metropolitian ,16,14.0,23,5.0
36,5.0,Sandstorms,Jam,0,motorcycle ,2,No ,Metropolitian ,43,12.2,19,5.0
22,4.7,Fog,Medium,0,motorcycle ,3,No ,Metropolitian ,44,13.6,17,5.0
21,4.6,Stormy,Medium,0,motorcycle ,1,No ,Metropolitian ,22,4.6,19,5.0
29,5.0,Windy,Low,1,scooter ,0,No ,Urban ,16,7.6,22,10.0
33,4.7,Fog,Low,2,scooter ,1,No ,Metropolitian ,18,3.1,8,5.0
27,4.1,Stormy,Low,0,motorcycle ,0,No ,Metropolitian ,16,3.0,10,5.0
29,4.7,Windy,Medium,0,motorcycle ,0,No ,Metropolitian ,24,20.0,17,9.0
30,4.2,Cloudy,Jam,1,motorcycle ,1,No ,Metropolitian ,46,10.6,19,5.0
20,4.9,Stormy,Medium,1,scooter ,1,No ,Urban ,17,10.9,17,5.0
31,4.4,Sandstorms,Jam,0,motorcycle ,1,No ,Metropolitian ,44,10.9,20,5.0
36,4.6,Fog,Medium,2,scooter ,1,No ,Metropolitian ,17,4.6,19,10.0
39,4.9,Windy,Jam,0,motorcycle ,2,No ,Urban ,43,11.9,21,10.0
32,4.7,Fog,Low,0,motorcycle ,1,No ,Metropolitian ,41,16.9,23,15.0
30,3.8,Windy,Jam,2,scooter ,1,Yes ,Metropolitian ,40,12.2,20,10.0
26,4.7,Windy,Low,2,scooter ,0,No ,Urban ,16,3.0,8,5.0
29,4.7,Cloudy,High,1,motorcycle ,1,No ,Metropolitian ,23,1.6,12,9.0
21,4.9,Stormy,High,2,motorcycle ,0,No ,Urban ,13,1.5,11,10.0
23,4.6,Stormy,Medium,2,scooter ,1,No ,Metropolitian ,29,4.7,18,15.0
22,4.9,Sandstorms,High,1,motorcycle ,1,No ,Metropolitian ,24,3.0,11,10.0
39,4.5,Cloudy,Medium,2,motorcycle ,1,No ,Metropolitian ,16,4.6,18,10.0
32,4.1,Stormy,Jam,1,scooter ,1,No ,Metropolitian ,34,7.8,20,5.0
25,4.7,Stormy,Jam,1,motorcycle ,0,No ,Metropolitian ,20,16.4,19,15.0
30,5.0,Fog,High,1,motorcycle ,1,No ,Metropolitian ,28,6.1,15,15.0
25,4.8,Fog,Medium,2,scooter ,0,No ,Metropolitian ,30,20.2,18,15.0
26,4.7,Stormy,Low,2,scooter ,0,No ,Metropolitian ,14,14.0,22,15.0
30,4.6,Windy,High,2,motorcycle ,1,No ,Urban ,30,6.2,14,5.0
31,4.3,Windy,Low,0,motorcycle ,1,No ,Metropolitian ,25,3.0,9,15.0
33,4.8,Sunny,Low,1,motorcycle ,0,No ,Metropolitian ,28,12.1,23,10.0
20,5.0,Sunny,Low,1,scooter ,0,No ,Metropolitian ,17,9.2,23,5.0
36,4.3,Windy,Jam,1,scooter ,1,No ,Urban ,33,20.2,20,15.0
20,4.9,Sandstorms,Medium,0,motorcycle ,1,No ,Metropolitian ,36,13.8,17,15.0
37,4.7,Cloudy,Jam,0,motorcycle ,0,No ,Metropolitian ,25,9.1,21,10.0
28,5.0,Fog,Jam,2,scooter ,2,No ,Metropolitian ,40,16.4,20,5.0
39,3.5,Cloudy,Low,2,motorcycle ,0,No ,Urban ,32,12.4,22,5.0
31,4.0,Cloudy,Jam,1,scooter ,0,No ,Metropolitian ,42,12.3,21,15.0
30,4.9,Sunny,Low,0,motorcycle ,1,No ,Urban ,27,7.7,23,5.0
27,4.9,Sandstorms,Jam,2,motorcycle ,1,No ,Metropolitian ,25,13.6,21,10.0
30,4.9,Sandstorms,Low,2,motorcycle ,1,No ,Metropolitian ,24,7.7,0,15.0
29,4.5,Cloudy,Jam,2,scooter ,1,No ,Urban ,30,20.2,21,5.0
35,4.5,Windy,Low,0,motorcycle ,1,No ,Metropolitian ,22,19.3,22,5.0
34,4.9,Windy,High,0,motorcycle ,0,No ,Metropolitian ,31,3.0,12,15.0
37,4.8,Stormy,Low,2,scooter ,1,No ,Metropolitian ,16,12.5,22,5.0
34,4.9,Sunny,Jam,0,motorcycle ,1,No ,Metropolitian ,25,4.5,20,5.0
23,4.1,Fog,Jam,2,electric_scooter ,1,No ,Metropolitian ,32,9.2,21,5.0
29,4.7,Sunny,Medium,0,motorcycle ,1,No ,Metropolitian ,20,7.6,18,10.0
26,4.1,Sandstorms,Low,0,motorcycle ,1,No ,Urban ,21,9.2,23,15.0
34,4.9,Fog,Low,1,motorcycle ,1,No ,Metropolitian ,19,7.6,23,15.0
21,4.7,Stormy,Jam,2,scooter ,1,No ,Metropolitian ,11,4.6,19,5.0
35,4.6,Windy,Low,0,motorcycle ,1,No ,Urban ,23,10.9,23,10.0
20,4.7,Stormy,Low,2,electric_scooter ,0,No ,Metropolitian ,12,16.4,22,5.0
24,4.1,Cloudy,Jam,2,electric_scooter ,1,No ,Metropolitian ,39,19.9,20,15.0
25,4.5,Windy,High,1,scooter ,1,No ,Urban ,16,6.2,14,5.0
22,4.8,Cloudy,Low,2,scooter ,1,No ,Urban ,17,4.6,22,5.0
38,4.7,Windy,Medium,1,motorcycle ,0,No ,Urban ,24,13.6,18,10.0
29,4.3,Cloudy,High,1,scooter ,1,No ,Urban ,33,6.2,12,15.0
24,4.8,Sandstorms,Medium,1,scooter ,1,No ,Urban ,29,17.1,19,15.0
36,4.8,Fog,Medium,0,motorcycle ,1,No ,Metropolitian ,42,20.6,17,15.0
31,4.7,Windy,Low,2,electric_scooter ,1,No ,Metropolitian ,28,7.4,22,5.0
20,4.8,Fog,Jam,1,scooter ,1,No ,Metropolitian ,25,4.7,20,10.0
25,4.6,Sunny,Medium,1,scooter ,0,No ,Metropolitian ,16,7.6,18,5.0
23,5.0,Sandstorms,Low,1,scooter ,1,No ,Urban ,11,17.1,0,10.0
39,4.7,Cloudy,Medium,0,motorcycle ,2,No ,Urban ,34,7.4,18,15.0
21,4.7,Cloudy,Medium,0,motorcycle ,0,No ,Metropolitian ,35,17.1,19,15.0
32,4.7,Stormy,Medium,2,scooter ,1,No ,Metropolitian ,25,6.1,16,5.0
36,4.9,Sunny,Jam,1,motorcycle ,1,No ,Metropolitian ,15,19.6,20,5.0
38,4.8,Cloudy,Jam,1,motorcycle ,3,No ,Metropolitian ,49,10.9,20,5.0
34,4.3,Sandstorms,Medium,0,motorcycle ,1,No ,Metropolitian ,35,17.1,18,10.0
23,2.5,Sunny,Low,1,motorcycle ,1,No ,Metropolitian ,34,16.7,0,15.0
32,3.6,Stormy,Jam,2,scooter ,1,No ,Urban ,39,20.2,20,5.0
31,4.8,Fog,Low,0,motorcycle ,1,No ,Metropolitian ,26,1.6,10,15.0
22,4.6,Sunny,Jam,2,motorcycle ,1,No ,Metropolitian ,11,12.4,19,15.0
34,3.9,Cloudy,Low,2,electric_scooter ,1,No ,Metropolitian ,33,12.4,22,10.0
39,4.8,Cloudy,Jam,0,motorcycle ,1,No ,Metropolitian ,47,19.6,21,5.0
21,5.0,Cloudy,Low,1,motorcycle ,0,No ,Metropolitian ,25,11.9,23,10.0
34,3.9,Fog,Low,2,scooter ,1,No ,Metropolitian ,37,13.8,23,5.0
28,4.9,Windy,Medium,1,motorcycle ,1,No ,Metropolitian ,15,12.4,18,10.0
34,4.9,Windy,Low,1,motorcycle ,1,No ,Metropolitian ,20,1.5,9,5.0
21,4.7,Sandstorms,Jam,1,motorcycle ,0,No ,Metropolitian ,29,20.2,19,10.0
30,4.6,Fog,High,2,electric_scooter ,1,No ,Urban ,30,3.0,12,15.0
36,5.0,Fog,Low,2,scooter ,1,No ,Urban ,16,9.3,22,10.0
25,4.5,Cloudy,Low,0,motorcycle ,0,No ,Urban ,24,1.5,8,10.0
38,4.3,Sunny,Jam,2,scooter ,0,No ,Metropolitian ,31,17.1,19,15.0
24,5.0,Sunny,High,2,scooter ,0,No ,Urban ,12,6.1,13,15.0
31,4.7,Sunny,Medium,2,electric_scooter ,1,No ,Metropolitian ,29,12.1,18,5.0
27,4.6,Sunny,Jam,2,motorcycle ,0,No ,Metropolitian ,13,10.8,19,5.0
23,4.8,Fog,Low,1,motorcycle ,1,No ,Urban ,11,3.1,10,10.0
25,4.7,Sandstorms,Medium,2,scooter ,1,No ,Urban ,23,20.2,17,5.0
38,4.5,Windy,Low,2,electric_scooter ,0,No ,Metropolitian ,24,1.5,8,5.0
32,4.8,Sunny,Medium,0,motorcycle ,0,No ,Urban ,26,12.5,17,10.0
22,4.3,Stormy,Jam,0,motorcycle ,1,No ,Metropolitian ,36,10.4,20,10.0
35,4.9,Sandstorms,Jam,2,scooter ,1,No ,Metropolitian ,31,4.5,20,15.0
35,4.1,Sandstorms,Medium,0,motorcycle ,1,No ,Metropolitian ,46,17.1,17,15.0
22,3.5,Sunny,Low,2,motorcycle ,0,No ,Metropolitian ,33,10.7,23,10.0
29,4.7,Windy,Low,2,scooter ,1,No ,Metropolitian ,27,1.5,11,9.0
28,4.9,Stormy,Medium,2,scooter ,1,No ,Metropolitian ,24,7.8,17,5.0
35,3.6,Fog,Low,2,motorcycle ,0,No ,Urban ,34,10.6,22,15.0
38,4.8,Fog,Low,1,scooter ,1,No ,Urban ,17,9.1,0,10.0
31,5.0,Fog,Low,0,motorcycle ,1,No ,Metropolitian ,28,9.2,23,5.0
26,5.0,Cloudy,Low,1,scooter ,1,No ,Metropolitian ,10,4.5,22,15.0
36,4.4,Cloudy,Medium,1,motorcycle ,1,No ,Urban ,31,17.1,18,10.0
26,4.6,Stormy,Jam,0,motorcycle ,1,No ,Metropolitian ,32,4.7,19,15.0
38,4.1,Fog,Jam,2,scooter ,1,No ,Metropolitian ,41,20.5,20,5.0
25,4.3,Cloudy,Medium,2,scooter ,0,No ,Metropolitian ,37,13.4,18,5.0
25,5.0,Cloudy,High,1,scooter ,1,No ,Urban ,32,1.6,12,10.0
29,4.7,Cloudy,Jam,1,motorcycle ,1,No ,Metropolitian ,24,4.7,20,5.0
29,4.7,Fog,Medium,2,scooter ,1,No ,Metropolitian ,17,7.6,18,9.0
33,4.2,Cloudy,High,2,scooter ,1,No ,Metropolitian ,39,3.1,11,10.0
39,4.9,Stormy,Medium,1,motorcycle ,1,No ,Metropolitian ,26,12.5,17,5.0
34,4.5,Sandstorms,Jam,2,motorcycle ,0,No ,Metropolitian ,28,4.7,20,5.0
37,4.2,Windy,Low,0,motorcycle ,1,No ,Metropolitian ,30,4.6,22,15.0
36,4.8,Cloudy,Low,0,motorcycle ,1,No ,Urban ,20,4.5,23,10.0
29,4.9,Fog,Jam,0,motorcycle ,2,No ,Metropolitian ,45,10.7,19,15.0
30,4.4,Fog,Low,2,electric_scooter ,1,No ,Metropolitian ,35,16.7,22,15.0
32,5.0,Windy,Jam,0,motorcycle ,1,No ,Metropolitian ,43,10.6,21,15.0
21,4.8,Stormy,Low,1,motorcycle ,1,No ,Urban ,13,10.7,22,10.0
24,4.2,Cloudy,Medium,2,scooter ,1,No ,Metropolitian ,35,20.2,18,15.0
28,4.9,Sunny,Jam,0,motorcycle ,1,No ,Metropolitian ,25,12.1,19,10.0
21,5.0,Sandstorms,Low,1,scooter ,0,No ,Urban ,11,12.1,22,5.0
24,4.8,Fog,Medium,0,motorcycle ,0,No ,Metropolitian ,37,19.8,19,5.0
35,4.8,Windy,Medium,2,scooter ,1,No ,Metropolitian ,29,4.6,17,10.0
25,4.5,Sandstorms,Low,0,motorcycle ,1,No ,Metropolitian ,20,12.1,23,15.0
20,5.0,Sunny,Medium,0,motorcycle ,1,No ,Metropolitian ,22,10.4,19,15.0
23,4.7,Cloudy,Jam,2,scooter ,1,No ,Metropolitian ,31,10.9,21,10.0
28,4.7,Fog,Low,1,scooter ,1,No ,Metropolitian ,25,17.1,23,10.0
31,4.8,Sunny,Jam,1,motorcycle ,1,No ,Metropolitian ,22,10.6,22,10.0
28,4.5,Sunny,Medium,2,scooter ,1,No ,Urban ,16,10.4,18,5.0
20,3.9,Sunny,Jam,0,motorcycle ,1,No ,Metropolitian ,54,8.8,20,5.0
26,4.9,Stormy,Jam,2,scooter ,1,No ,Metropolitian ,22,19.4,22,15.0
24,4.8,Sandstorms,High,1,motorcycle ,1,No ,Metropolitian ,10,1.5,12,15.0
35,4.8,Cloudy,Jam,2,motorcycle ,1,No ,Metropolitian ,43,14.0,20,15.0
31,4.7,Sunny,Jam,2,electric_scooter ,0,No ,Urban ,19,4.5,20,15.0
20,4.7,Sunny,Low,0,motorcycle ,1,No ,Urban ,28,12.1,22,15.0
32,4.0,Stormy,Low,0,motorcycle ,1,No ,Metropolitian ,31,1.5,11,5.0
25,4.7,Sunny,Medium,1,scooter ,0,No ,Metropolitian ,19,4.5,18,15.0
29,5.0,Sandstorms,Jam,0,motorcycle ,1,No ,Urban ,20,4.5,20,15.0
20,4.8,Sandstorms,Jam,1,scooter ,0,No ,Metropolitian ,14,7.5,20,15.0
23,4.7,Fog,Jam,0,motorcycle ,1,No ,Metropolitian ,42,20.9,21,10.0
33,5.0,Sunny,Medium,1,scooter ,1,No ,Metropolitian ,25,13.6,17,15.0
24,4.8,Sunny,Jam,2,motorcycle ,0,No ,Metropolitian ,16,17.1,21,10.0
25,4.8,Fog,Medium,0,motorcycle ,0,No ,Metropolitian ,22,9.2,17,15.0
29,4.7,Fog,Medium,0,motorcycle ,1,No ,Metropolitian ,21,9.1,18,9.0
31,4.4,Cloudy,Low,1,scooter ,1,No ,Metropolitian ,37,19.9,22,5.0
38,4.8,Sunny,Medium,2,electric_scooter ,1,No ,Metropolitian ,17,6.2,17,5.0
22,4.6,Sunny,Jam,0,motorcycle ,0,No ,Urban ,15,16.2,21,15.0
35,4.7,Sunny,Low,2,electric_scooter ,1,No ,Metropolitian ,12,1.5,10,10.0
34,3.8,Cloudy,Low,1,scooter ,1,No ,Metropolitian ,39,16.7,22,15.0
20,3.5,Sunny,Jam,0,motorcycle ,3,Yes ,Semi-Urban ,50,4.5,22,15.0
30,4.2,Cloudy,Jam,2,scooter ,2,No ,Metropolitian ,49,12.5,19,10.0
29,4.7,Cloudy,Low,2,motorcycle ,1,No ,Urban ,14,1.5,10,9.0
35,4.0,Fog,Jam,1,scooter ,1,No ,Metropolitian ,35,16.5,21,15.0
28,4.8,Windy,Low,1,scooter ,1,No ,Metropolitian ,18,1.6,9,15.0
22,5.0,Sunny,Jam,2,scooter ,0,No ,Urban ,11,7.6,20,5.0
23,4.8,Cloudy,Jam,2,motorcycle ,1,No ,Urban ,33,10.9,20,10.0
22,4.9,Fog,Low,2,scooter ,0,No ,Metropolitian ,16,3.1,8,15.0
34,4.6,Cloudy,Jam,0,motorcycle ,1,No ,Metropolitian ,29,9.1,20,15.0
30,4.7,Fog,High,0,motorcycle ,1,No ,Metropolitian ,26,1.5,11,15.0
20,4.8,Stormy,Medium,0,motorcycle ,1,No ,Urban ,14,6.1,16,10.0
20,5.0,Windy,Jam,0,motorcycle ,1,No ,Metropolitian ,36,12.2,20,15.0
39,4.6,Windy,Low,1,scooter ,1,No ,Metropolitian ,24,4.4,23,10.0
27,4.7,Sandstorms,Low,2,scooter ,0,No ,Metropolitian ,11,3.0,8,10.0
35,4.8,Stormy,Low,2,electric_scooter ,0,No ,Metropolitian ,27,3.0,9,15.0
24,4.8,Windy,Jam,1,motorcycle ,1,No ,Metropolitian ,26,19.9,20,10.0
25,4.9,Sunny,Medium,0,motorcycle ,0,No ,Metropolitian ,17,9.1,18,15.0
